PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0037472203968904882,-0.0003122683664075407,-0.21588790398550375,0.8292334416557594
Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0028827095276742765,-0.00024022579397285637,-0.1658095930220434,0.8684273149950255
Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0020641195793627692,-0.00017200996494689744,-0.11635910489849094,0.9074519561434253
Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.003957545495425374,-0.0003297954579521145,-0.25064053769820516,0.802279878564788
Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0033477622246429056,-0.0002789801853869088,-0.21183869854114354,0.8323903651525242
Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0024195529724275328,-0.00020162941436896106,-0.1560476222951996,0.8761103904768381
Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.004386606000124305,-0.0003655505000103587,-0.22729254750971847,0.8203670119382496
Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.003910038509569877,-0.0003258365424641564,-0.1997181303422049,0.8418502604007752
Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0019671802159818425,-0.00016393168466515354,-0.1000489172236857,0.9203791909516505
Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.0059462946479007794,-0.0004955245539917316,-0.36438631203109917,0.7158547662621366
Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.005273560899467095,-0.00043946340828892455,-0.32070901992233875,0.7486789914987817
Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.002359796166267955,-0.0001966496805223296,-0.1439276040414322,0.8856650025195325
Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.005936300816966243,-0.0004946917347471869,-0.3144221397657339,0.7534450755703748
Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.005082385083574781,-0.0004235320902978984,-0.26210829340173125,0.7934393021701216
Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0017838739557003158,-0.00014865616297502632,-0.09043090938739905,0.9280123441571053
