PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,0.0027581561601892172,0.00022984634668243476,0.06150429578354944,0.9509899286175225
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.015250712041517903,-0.0012708926701264919,-0.35536993651998616,0.722509640017452
LongShort,FF3,Method2_PostMean minus Method1_Raw,0.003548698411845121,0.00029572486765376007,0.09135596180088078,0.9272584025144113
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.014740881348772923,-0.0012284067790644102,-0.4030359556504881,0.6871508433750908
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,0.0033620723841669385,0.0002801726986805782,0.07619412488034981,0.9393053982769102
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.012721420374969487,-0.0010601183645807906,-0.31188461608040585,0.7553020094027445
LongShort,FF5,Method2_PostMean minus Method1_Raw,0.004199536615378738,0.0003499613846148948,0.12296071448517451,0.9022046104091861
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.011102932412770824,-0.000925244367730902,-0.3304633516500537,0.7412359167890346
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,0.003703530534901262,0.0003086275445751052,0.10514822117542028,0.9163151742757851
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.01493647464355668,-0.00124470622029639,-0.4380692645146439,0.6615917078328635
