PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_PostMean minus Method1_Raw,0.0013855441428549803,0.00011546201190458169,0.037173029647031446,0.9703665630033727
Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,0.002777938209740767,0.0002314948508117306,0.07473818640684672,0.9404623522150946
Q5,FF3,Method2_PostMean minus Method1_Raw,0.0010923618793182918,9.103015660985765e-05,0.044607182765382516,0.9644440974218305
Q5,FF3,Method3_ProbQ5 minus Method1_Raw,0.0027147098944116654,0.00022622582453430545,0.11247952339013502,0.9105032296972511
Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.0008614900883689575,-7.179084069741312e-05,-0.03836888153591624,0.9694140436759642
Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,0.002130767163133651,0.0001775639302611376,0.09685266012447495,0.9228952827093879
Q5,FF5,Method2_PostMean minus Method1_Raw,0.0010008758301010626,8.340631917508855e-05,0.0437427258822468,0.9651329513530336
Q5,FF5,Method3_ProbQ5 minus Method1_Raw,0.002756030047921333,0.0002296691706601111,0.1233604376823362,0.9018883062111565
Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.0012511885722190294,-0.00010426571435158578,-0.06286416633233209,0.9499086155078862
Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,0.0022519215943865092,0.00018766013286554244,0.11582131049284068,0.9078569945180377
