PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.11527570792798111,0.11803386408817042,0.10002499588646326,0.0005095474011933554,0.0001560806081957189,0.0003560015863510735,3.536446440467151,3.8586848740096995,3.636385573243311,0.0027581561601892172,-0.015250712041517903,0.9509899286175225,0.722509640017452,0.06150429578354944,-0.35536993651998616
LongShort,FF3,0.10759559971420621,0.1111442981260492,0.0928547183654323,0.00017623462771410026,4.271610969230899e-05,7.815435005298355e-05,3.827377777058569,4.190900343900144,4.0389335482197,0.003548698411845121,-0.014740881348772923,0.9272584025144113,0.6871508433750908,0.09135596180088078,-0.4030359556504881
LongShort,FF3+MOM,0.07668808183227699,0.08005015421645777,0.0639666614573188,0.017101606040970996,0.008915918264662093,0.011795167548415142,2.406012459515274,2.6429431528718244,2.5431602246917997,0.0033620723841669385,-0.012721420374969487,0.9393053982769102,0.7553020094027445,0.07619412488034981,-0.31188461608040585
LongShort,FF5,0.10024093535094314,0.10444047196632182,0.08913800293817549,8.151458214999963e-05,1.194912633173395e-05,9.036874902523806e-05,4.029154029271398,4.500106748481355,4.0027183426438,0.004199536615378738,-0.011102932412770824,0.9022046104091861,0.7412359167890346,0.12296071448517451,-0.3304633516500537
LongShort,FF5+MOM,0.08685915030806032,0.09056268084296062,0.07192267566449445,0.0009412592589701507,0.0001961712880718114,0.0012865716672505467,3.361676429924969,3.8000767897106225,3.2690797733080954,0.003703530534901262,-0.01493647464355668,0.9163151742757851,0.6615917078328635,0.10514822117542028,-0.4380692645146439
Q5,CAPM,0.07265044692076107,0.074035991063616,0.07542838513050173,0.007215697456007586,0.004857084588965499,0.003940171274511073,2.7160717825724507,2.849825917611352,2.9186363670012,0.0013855441428549803,0.002777938209740767,0.9703665630033727,0.9404623522150946,0.037173029647031446,0.07473818640684672
Q5,FF3,0.0716176984616504,0.07271006034098913,0.0743324083560825,5.08947158712747e-05,4.2760617942727563e-05,1.7358383530563515e-05,4.147257975814504,4.190641896965427,4.41016845291128,0.0010923618793182918,0.0027147098944116654,0.9644440974218305,0.9105032296972511,0.044607182765382516,0.11247952339013502
Q5,FF3+MOM,0.06601410005227003,0.06515260996388247,0.06814486721538462,4.637157247522339e-05,6.475461302013485e-05,1.4845740276436814e-05,4.171017897581218,4.087197016006355,4.448067916093296,-0.0008614900883689575,0.002130767163133651,0.9694140436759642,0.9228952827093879,-0.03836888153591624,0.09685266012447495
Q5,FF5,0.06987380912940336,0.0708746849595322,0.07262983917735223,2.1146024553386766e-05,2.3701880932591735e-05,6.016842106104647e-06,4.36401580854032,4.336439413554784,4.659850551530256,0.0010008758301010626,0.002756030047921333,0.9651329513530336,0.9018883062111565,0.0437427258822468,0.1233604376823362
Q5,FF5+MOM,0.06755277681003016,0.06630158823781176,0.06980469840441665,3.4119930587550584e-06,5.102199363893334e-06,5.997818868230809e-07,4.789825820814726,4.698418950078057,5.171516469377135,-0.0012511885722190294,0.0022519215943865092,0.9499086155078862,0.9078569945180377,-0.06286416633233209,0.11582131049284068
