Year,Ticker,firm_idx,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws
2013,AAK.ST,3,0.025990705544307068,0.023000821934897407,0.01262993722409235,0.012279470948499507,0.048993723077366366,8000,student_t_residual_sd,0.01822556309625419,0.016241821996305875,0.008782425865564505,0.008609657664000825,0.03420553886429855,8000
2013,ABB.ST,4,0.08083797958735622,0.0765635716024112,0.027253512012985114,0.045158355086944955,0.13195883541534775,8000,student_t_residual_sd,0.05659948885968609,0.05379526960262368,0.018284066011863807,0.031931876673296306,0.09033765785781511,8000
2013,AFRY.ST,16,0.06412282064332013,0.05984627449294732,0.023653252263843783,0.033742835400857235,0.10937697756874563,8000,student_t_residual_sd,0.044931843473594156,0.04230609205040857,0.016104185114275877,0.023881735628645755,0.07468824461544987,8000
2013,AKRBP.OL,22,0.13178874242612806,0.12483455791949954,0.04154072920602024,0.07770643659780482,0.2092846602180022,8000,student_t_residual_sd,0.09224162621693979,0.08811749152870887,0.027504788942383025,0.05452211732939692,0.14277150900138663,8000
2013,ALFA.ST,25,0.06105290893845644,0.05719423361987644,0.021663170129438865,0.03321467897655291,0.10188550318406202,8000,student_t_residual_sd,0.04272048769193887,0.04008513092235347,0.014581174487989651,0.02367796561738881,0.07039471672379838,8000
2013,ALIVsdb.ST,28,0.018506317762444206,0.0161385405743485,0.010106665774150009,0.007687189742869411,0.036876806575427926,8000,student_t_residual_sd,0.013030538347284482,0.011357762749117498,0.007104159495432509,0.005261729304563275,0.025993367862175373,8000
2013,ALKb.CO,29,0.019262285945690294,0.01705421354133768,0.01030613891143382,0.008107288523198121,0.03754379154833022,8000,student_t_residual_sd,0.01347845726119693,0.012020329724792032,0.006983334416532927,0.005720653091313891,0.025839549994963323,8000
2013,ASPO.HE,51,0.05597962953557729,0.05086332382956764,0.025077376874993576,0.025089512706726033,0.10393828233323024,8000,student_t_residual_sd,0.039572115317576546,0.03593249473569708,0.018220489906287534,0.017035391889659884,0.0743173620479309,8000
2013,ASSAb.ST,52,0.047146501809405605,0.043146809741362424,0.01943235969851144,0.024343531958061517,0.08383459658315816,8000,student_t_residual_sd,0.03299002703883977,0.030217616963469703,0.013156086807648243,0.01723780474871438,0.05737588501998564,8000
2013,ATCOa.ST,53,0.06562169826429318,0.061519781105802224,0.023289177025678103,0.035978790230501274,0.10908752903837893,8000,student_t_residual_sd,0.04590781549762182,0.04340134743968337,0.015527986241918099,0.02555622005577241,0.0746970400261942,8000
