portfolio_year,specification_label,cfo_t1_source,reference_sample_label,Ticker,Year,is_portfolio_year,CFO_lead1_scaled,CFO_lead1_analyst_scaled,CFO_lead1_pred_scaled
2013,analyst_cfo_hybrid,hybrid,,AAK.ST,2008,False,0.2155082467367686,,0.2155082467367686
2013,analyst_cfo_hybrid,hybrid,,AAK.ST,2009,False,0.07595995416642272,,0.07595995416642272
2013,analyst_cfo_hybrid,hybrid,,AAK.ST,2010,False,0.03346981300697997,,0.03346981300697997
2013,analyst_cfo_hybrid,hybrid,,AAK.ST,2011,False,0.15857135321254903,,0.15857135321254903
2013,analyst_cfo_hybrid,hybrid,,AAK.ST,2012,False,0.13795564564963567,,0.13795564564963567
2013,analyst_cfo_hybrid,hybrid,,ABB.ST,2008,False,0.1271848923713678,,0.1271848923713678
2013,analyst_cfo_hybrid,hybrid,,ABB.ST,2009,False,0.11779187366205576,,0.11779187366205576
2013,analyst_cfo_hybrid,hybrid,,ABB.ST,2010,False,0.09811657792184508,,0.09811657792184508
2013,analyst_cfo_hybrid,hybrid,,ABB.ST,2011,False,0.09804184588551436,,0.09804184588551436
2013,analyst_cfo_hybrid,hybrid,,ABB.ST,2012,False,0.08421144077406478,,0.08421144077406478
2013,analyst_cfo_hybrid,hybrid,,AFRY.ST,2008,False,0.09052703132839515,,0.09052703132839515
2013,analyst_cfo_hybrid,hybrid,,AFRY.ST,2009,False,0.055350553505535055,,0.055350553505535055
2013,analyst_cfo_hybrid,hybrid,,AFRY.ST,2010,False,0.11301499785022384,,0.11301499785022384
2013,analyst_cfo_hybrid,hybrid,,AFRY.ST,2011,False,0.11843266005281564,,0.11843266005281564
2013,analyst_cfo_hybrid,hybrid,,AFRY.ST,2012,False,0.07664194571378631,,0.07664194571378631
2013,analyst_cfo_hybrid,hybrid,,AKRBP.OL,2008,False,0.17304241826574077,,0.17304241826574077
2013,analyst_cfo_hybrid,hybrid,,AKRBP.OL,2009,False,0.236912742854624,,0.236912742854624
2013,analyst_cfo_hybrid,hybrid,,AKRBP.OL,2010,False,0.18825720341536525,,0.18825720341536525
2013,analyst_cfo_hybrid,hybrid,,AKRBP.OL,2011,False,0.18386327709969164,,0.18386327709969164
2013,analyst_cfo_hybrid,hybrid,,AKRBP.OL,2012,False,0.11390491423425866,,0.11390491423425866
2013,analyst_cfo_hybrid,hybrid,,ALFA.ST,2008,False,0.19403282205809505,,0.19403282205809505
2013,analyst_cfo_hybrid,hybrid,,ALFA.ST,2009,False,0.1463879204391191,,0.1463879204391191
2013,analyst_cfo_hybrid,hybrid,,ALFA.ST,2010,False,0.13228285190610434,,0.13228285190610434
2013,analyst_cfo_hybrid,hybrid,,ALFA.ST,2011,False,0.11530641947280243,,0.11530641947280243
2013,analyst_cfo_hybrid,hybrid,,ALFA.ST,2012,False,0.1277539329956979,,0.1277539329956979
2013,analyst_cfo_hybrid,hybrid,,ALIVsdb.ST,2008,False,0.09699864789819491,,0.09699864789819491
2013,analyst_cfo_hybrid,hybrid,,ALIVsdb.ST,2009,False,0.1687086865797409,,0.1687086865797409
2013,analyst_cfo_hybrid,hybrid,,ALIVsdb.ST,2010,False,0.1348092704124177,,0.1348092704124177
2013,analyst_cfo_hybrid,hybrid,,ALIVsdb.ST,2011,False,0.11514554939188146,,0.11514554939188146
2013,analyst_cfo_hybrid,hybrid,,ALIVsdb.ST,2012,False,0.13472429136751066,,0.13472429136751066
