Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc,sigma_acc_measure
2023,MPCC.OL,MPC Container Ships ASA,Freight & Logistics Services,Industrials,1839.06,1191.67,1090.17,340.17,2.93,7006.3,9676.43,5113.55,7504.99,1800.59,1338.43,0.0,184.33,7597.74,38.87,5912.31,0.5475780483748679,305.72,264.8900000000001,-457.81999999999994,-434.84999999999997,-0.77,63.0299999999999,9368.6,9522.515,0.006619049694329692,5113.55,4193.21,1579.4399999999996,0.440346904152947,0.5369957411461154,0.1658637450295431,0.735761508383027,3480.2,0.3654706766017171,True,5,341,2023.0,2024-05-31,2024-06-30,2024-02-27,3114.600578223,True,True,0.32707751872514773,341,0.0591067810842164,0.05474062358094793,0.022678161349051117,0.03083141254872236,0.10217570666654771,8000,student_t_residual_sd,0.033863720253731605,0.03164766975850792,0.01239910666535945,0.018008047321821215,0.05737441081662166,8000,0.0591067810842164,student_t_residual_sd
2024,MPCC.OL,MPC Container Ships ASA,Freight & Logistics Services,Industrials,2023.79,1428.62,1300.67,500.51,1.86,11405.03,13995.43,3480.2,5810.89,2145.88,996.29,0.0,214.35,9241.41,51.42,9197.91,0.2641143763525213,184.73000000000002,236.94999999999982,210.5,160.33999999999997,-1.07,-103.44999999999982,9676.43,11835.93,-0.008740335571433746,3480.2,5113.55,-1694.0999999999995,0.43203618135626015,0.29403688599037,-0.1431319718856059,0.9635939043235302,,,True,5,341,2024.0,2025-05-23,2025-06-30,2025-02-25,2894.462395,True,True,0.24454879295501072,341,0.05474455107749361,0.051114218339364775,0.02030455141139597,0.02888754935400311,0.09292594906532146,8000,student_t_residual_sd,0.03504075298071237,0.03288622060133964,0.012584042270461837,0.018620890386255164,0.058786880074393214,8000,0.05474455107749361,student_t_residual_sd
2018,MTRS.ST,Munters Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2627.99,394.25,1703.85,2929.53,27.32,621.61,9044.27,412.98,6004.63,3895.71,1621.0299999999995,178.87,123.61,3629.22,-3.9,6091.63,0.1498212571579888,-45.74000000000024,-8.009999999999991,-140.34000000000015,79.69000000000005,-24.71,157.58999999999995,9203.94,9124.105,0.01727183104534636,412.98,227.56,-390.3299999999999,0.024940528413471788,0.04526252163910872,-0.04278008637559519,0.06812832601115397,622.56,0.06823244581249338,True,5,344,2018.0,2019-06-20,2019-06-30,2019-02-13,533.735180303143,True,True,0.05849726414844448,344,0.07628500051122912,0.07021847277737961,0.034219163800431114,0.0325745001514253,0.13818152306740064,8000,student_t_residual_sd,0.039883635266907615,0.0372668470540471,0.016859396605264452,0.01721422675315331,0.07116407743545651,8000,0.07628500051122912,student_t_residual_sd
2019,MTRS.ST,Munters Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2802.67,676.99,2104.12,3160.86,30.01,955.48,9463.83,622.56,6656.47,4487.27,1653.65,183.32,160.99,3401.84,0.0,8445.82,0.1581144321896385,174.6800000000003,282.74,400.27,231.32999999999993,2.6900000000000013,-274.3099999999998,9044.27,9254.05,-0.029642156677346654,622.56,412.98,651.8400000000001,0.04462694712044997,0.06727432853723504,0.07043834861493078,0.10324992840972332,981.52,0.10606383151160843,True,5,344,2019.0,2020-05-25,2020-06-30,2020-02-13,631.202544938772,True,True,0.06820824881417023,344,0.07849566182468803,0.0714455275449937,0.04707152843619991,0.03613242364503372,0.1384459977658627,8000,student_t_residual_sd,0.04016590918570685,0.03779421771779386,0.01552259059214783,0.01910573720872802,0.06962166284341109,8000,0.07849566182468803,student_t_residual_sd
2020,MTRS.ST,Munters Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3261.04,1012.87,2400.62,2808.9,54.3,916.81,9997.18,981.52,7179.73,4774.54,1578.21,190.37,151.47000000000003,3911.58,5.22,15986.71,0.2210682189542482,458.3699999999999,335.88,296.5,-351.96000000000004,24.289999999999996,-501.6800000000002,9463.83,9730.505000000001,-0.05155744742950136,981.52,622.56,523.2599999999993,0.06398023535263585,0.10087040703437282,0.05377521516098078,0.09422018692760549,520.15,0.05345560173906698,True,5,344,2020.0,2021-06-22,2021-06-30,2021-02-04,712.390956934822,True,True,0.07321212587988207,344,0.08710949144439743,0.0801810663225538,0.044417549887036785,0.044686665019550154,0.14696049991937274,8000,student_t_residual_sd,0.04316675890961422,0.04102456199742575,0.014583816879872369,0.023504205741585002,0.0703275593475819,8000,0.08710949144439743,student_t_residual_sd
2021,MTRS.ST,Munters Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3545.4,656.66,2760.13,2568.2,38.97,596.26,10465.7,520.15,7364.22,5005.02,1565.4500000000005,162.36,101.22,4247.86,2.92,12570.95,0.2011136779602801,284.3600000000001,-356.21000000000004,359.5100000000002,-240.70000000000027,-15.329999999999998,25.02999999999963,9997.18,10231.44,0.0024463809590829473,520.15,981.52,184.4900000000007,0.095931755451823,0.0508383961592894,0.018031674915749953,0.05827723174841468,733.51,0.07169176577295082,True,5,344,2021.0,2022-06-30,2022-06-30,2022-02-04,955.412422080655,True,True,0.09338005423289927,344,0.0822971129263933,0.07537520419269475,0.0346770503428363,0.04040412454303841,0.1455050248290741,8000,student_t_residual_sd,0.03822200011187404,0.03580001397237438,0.014093308038338087,0.01945587086966218,0.06513823046675925,8000,0.0822971129263933,student_t_residual_sd
2022,MTRS.ST,Munters Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5485.69,860.32,4310.99,3502.45,51.77,777.4799999999999,14311.0,733.51,9868.2,7000.67,2009.56,224.23,151.07,4991.53,2.82,17865.88,0.1864366734409885,1940.2899999999995,203.66000000000008,1550.8599999999997,934.25,12.800000000000004,1132.8199999999997,10465.7,12388.35,0.09144236318799515,733.51,520.15,2503.9800000000005,0.041987028135304534,0.05920966068927662,0.2021237695092567,0.06275896305803436,1060.96,0.08564175213002538,True,5,344,2022.0,2023-06-28,2023-06-30,2023-02-09,1052.90553041123,True,True,0.08499158729057785,344,0.09346136460013506,0.08819068359192023,0.033320449547210446,0.05006938068217057,0.1536912095168664,8000,student_t_residual_sd,0.048363754937114166,0.04597046929081426,0.01570046014692191,0.026769561748966754,0.07717871354168628,8000,0.09346136460013506,student_t_residual_sd
2023,MTRS.ST,Munters Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6512.76,1542.36,5373.1,4179.08,78.53,1104.41,16844.18,1060.96,13864.2,9463.09,2734.03,358.3,358.3,5292.56,1.01,30362.87,0.3149254661787792,1027.0700000000006,682.0399999999998,1062.1100000000006,676.6300000000001,26.759999999999998,-13.689999999999714,14311.0,15577.59,-0.0008788265707339655,1060.96,733.51,3996.0,0.04708751482097038,0.06810809631014811,0.2565223503764061,0.07089735960440607,2407.23,0.15453160598012913,True,5,344,2023.0,2024-06-18,2024-06-30,2024-02-01,1592.23975103496,True,True,0.10221348430886677,344,0.06463804868379455,0.05981793083553738,0.02538349679455951,0.03201978972167747,0.11181039379207988,8000,student_t_residual_sd,0.037089807376985355,0.03458036092133786,0.014126885798346601,0.018686742140898372,0.06336739134989877,8000,0.06463804868379455,student_t_residual_sd
2024,MTRS.ST,Munters Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7602.77,1572.99,9948.88,3886.2,111.03,1840.29,22596.51,2407.23,13817.94,8944.49,3022.52,414.93,396.63,6059.6,14.39,35273.09,0.3077433449841044,1090.0100000000002,30.63000000000011,4575.779999999999,-292.8800000000001,32.5,-3776.779999999999,16844.18,19720.345,-0.19151693340050585,2407.23,1060.96,-46.26000000000022,0.05380027580653381,0.12206835123827701,-0.002345800745372366,0.09331936129920647,,,True,5,344,2024.0,2025-06-27,2025-06-30,2025-02-05,1934.49099785227,True,True,0.09809620459744847,344,0.08360946171065957,0.07984017486718067,0.028157713081238774,0.04495044641868319,0.13454420393141447,8000,student_t_residual_sd,0.053687712190297894,0.05125328447033763,0.018081967266082348,0.028945362504371176,0.08666169671495938,8000,0.08360946171065957,student_t_residual_sd
2017,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1176.13,154.29,983.42,93.57,14.61,99.95,1811.13,65.96,2977.64,0.0,2859.69,11.9,7.85,582.07,0.0,1995.81,0.2095967838919716,191.73000000000013,-21.700000000000017,215.80999999999995,90.08999999999999,-14.84,72.8700000000002,1381.58,1596.355,0.04564774126055934,65.96,90.17,373.02,0.056484929730542394,0.041319130143357835,0.23366982907937142,0.06261138656501844,220.05,0.13784527877571093,True,5,345,2017.0,2018-06-12,2018-06-30,2018-02-28,148.0,True,True,0.09271120772008733,345,0.04481716000659792,0.039733646602917644,0.02311128843463716,0.018127665438595612,0.0888756594137843,8000,student_t_residual_sd,0.024716990547697725,0.02207995426956757,0.011986406676284193,0.010396192549263576,0.04764926123420402,8000,0.04481716000659792,student_t_residual_sd
2018,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1203.51,120.04,1059.83,23.16,32.34,102.49,1889.97,220.05,3334.85,0.0,3235.84,7.6,12.15,593.21,0.0,1634.41,0.1592353466731843,27.37999999999988,-34.249999999999986,76.40999999999997,-70.41,17.730000000000004,-67.46000000000011,1811.13,1850.5500000000002,-0.03645402718110837,220.05,65.96,357.21000000000004,0.03564345735051741,0.11891059414768582,0.1930290994569182,0.05538353462484125,248.25,0.13414930696279484,True,5,345,2018.0,2019-05-24,2019-06-30,2019-02-26,192.5,True,True,0.10402312825916618,345,0.046016494272217275,0.040996077647335,0.02221737836492858,0.020791852817011663,0.08748292805987609,8000,student_t_residual_sd,0.02387199749930616,0.021844566291666603,0.010380942005375761,0.011170576305293091,0.04344882493103321,8000,0.046016494272217275,student_t_residual_sd
2019,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1091.64,73.56,1247.64,178.4,17.98,112.49,2674.28,248.25,3435.84,0.0,3329.5,11.5,51.21,581.41,0.0,1941.87,0.1146007120620562,-111.86999999999989,-46.480000000000004,187.81000000000017,155.24,-14.360000000000003,-112.32000000000005,1889.97,2282.125,-0.04921728652023884,248.25,220.05,100.99000000000024,0.09642328969710248,0.10878019389823082,0.044252615435175655,0.04929177849591937,667.7,0.29257818918770884,True,5,345,2019.0,2020-05-14,2020-06-30,2020-02-26,310.0,True,True,0.13583830859396395,345,0.05483091111649311,0.04969256334044858,0.031035040497746386,0.026595782958173254,0.09767201463499124,8000,student_t_residual_sd,0.028027700948054433,0.026127948196010848,0.010671122849697104,0.014425928633794521,0.048383380773858814,8000,0.05483091111649311,student_t_residual_sd
2020,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1245.21,277.44,1162.33,0.0,79.05,103.64,2718.19,667.7,3660.94,0.0,3259.89,7.3,47.97,773.62,0.0,3479.18,0.4658359401256435,153.56999999999994,203.88,-85.31000000000017,-178.4,61.06999999999999,-82.3299999999999,2674.28,2696.235,-0.030535172193818377,667.7,248.25,225.0999999999999,0.09207283489755158,0.24764161877581145,0.08348678805816255,0.03843878593668579,458.63,0.1701001581835411,True,5,345,2020.0,2021-05-06,2021-06-30,2021-02-17,482.4,True,True,0.1789161553054537,345,0.061297107967826614,0.055822389095169636,0.03607095273144526,0.029107534072404018,0.10870272204856833,8000,student_t_residual_sd,0.030375404102072786,0.02825261568327529,0.011934084108443843,0.015038048288341013,0.052853498570605874,8000,0.061297107967826614,student_t_residual_sd
2021,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1198.51,156.17,1269.35,0.0,71.7,110.3,3032.93,458.63,3803.74,0.0,3454.87,7.6,41.900000000000006,850.12,0.0,4279.16,0.3700301133957557,-46.700000000000045,-121.27000000000001,107.01999999999998,0.0,-7.349999999999994,-39.80000000000001,2718.19,2875.56,-0.01384078231718344,458.63,667.7,142.79999999999973,0.23219825007998443,0.15949241191281002,0.04965989233401485,0.038357745969480724,561.61,0.19530456676264799,True,5,345,2021.0,2022-06-30,2022-06-30,2022-02-10,411.4,True,True,0.14306778505751921,345,0.07132866724455952,0.0652216859075907,0.03073876954007158,0.034954986606148666,0.12713435974434786,8000,student_t_residual_sd,0.03312694504196088,0.03104781471138239,0.012443269945857934,0.01690667073615792,0.056635531375478304,8000,0.07132866724455952,student_t_residual_sd
2022,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1132.56,114.56,1364.07,31.51,89.03,104.74,3010.05,561.61,4189.23,0.0,3786.1,10.7,47.32,992.45,0.0,3827.29,0.3692982014207255,-65.95000000000005,-41.609999999999985,94.72000000000003,31.51,17.33,-70.22000000000008,3032.93,3021.49,-0.02324018944295698,561.61,458.63,385.4899999999998,0.1517893489635908,0.1858718711629031,0.12758274890865096,0.03466501626680876,423.33,0.1401063713598258,True,5,345,2022.0,2023-05-11,2023-06-30,2023-02-08,493.85,True,True,0.16344584956428784,345,0.06923544408849878,0.06408802089659094,0.027253299175177523,0.03481712732880429,0.11911312721677673,8000,student_t_residual_sd,0.0358748945784433,0.033607633996676094,0.013292436537383668,0.018520868915568357,0.0607502494831514,8000,0.06923544408849878,student_t_residual_sd
2023,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1694.04,278.09,1587.01,0.0,91.31,146.4,3879.97,423.33,4802.48,0.0,4381.45,7.7,64.04,1034.85,45.42,3431.69,0.3375915280439145,561.48,163.52999999999997,222.94000000000005,-31.51,2.280000000000001,145.78,3010.05,3445.01,0.042316277746653856,423.33,561.61,613.25,0.16302129747083463,0.12288208161950182,0.17801109430741854,0.042496248196667065,671.78,0.19500088533850407,True,5,345,2023.0,2024-05-10,2024-06-30,2024-02-06,542.1,True,True,0.1573580337938061,345,0.06209559555357871,0.0573673055181856,0.024403363198611826,0.03120448780862999,0.10694766747795176,8000,student_t_residual_sd,0.0355715802757223,0.03316609473156669,0.013406467698261692,0.018264818335024847,0.06044481744903933,8000,0.06209559555357871,student_t_residual_sd
2024,MULTI.OL,Multiconsult ASA,Construction & Engineering,Industrials,1588.56,164.49,1631.47,34.92,81.23,178.64,3769.36,671.78,5383.6,0.0,4867.15,1.9,77.66,1236.56,42.31,5507.31,0.3445932737494823,-105.48000000000002,-113.59999999999997,44.460000000000036,34.92,-10.079999999999998,-11.500000000000085,3879.97,3824.665,-0.003006799288303704,671.78,423.33,581.1200000000008,0.11068420371457369,0.17564414138231713,0.1519401045581772,0.046707358683701704,,,True,5,345,2024.0,2025-06-26,2025-06-30,2025-02-11,516.675,True,True,0.13509026280733083,345,0.05340007665817524,0.04972255286118709,0.020474039700307197,0.0274303367930757,0.09100747772152838,8000,student_t_residual_sd,0.03422368060568748,0.031933049950933226,0.01291659684766227,0.017836173528957243,0.0581265394913004,8000,0.05340007665817524,student_t_residual_sd
2013,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1055.29,459.25,206.25,0.0,3.61,31.58,1320.83,-42.62,899.8,497.0,371.19,165.5,0.48,1098.37,0.0,994.52,0.1790198202791409,38.219999999999914,-38.170000000000016,-36.83000000000001,-1.98,0.6599999999999997,111.89999999999995,1260.12,1290.475,0.08671225711462831,-42.62,60.11,-263.78999999999996,0.04657974776729499,-0.03302659873302466,-0.20441310370212518,0.024471609291152482,383.6,0.29725488676650075,True,6,347,2013.0,2014-04-11,2014-06-30,2014-02-04,126.778523202229,True,True,0.098241750674929,347,0.05698288828039023,0.051836022772633106,0.023863985415562044,0.02866170692430945,0.10217228177467139,8000,student_t_residual_sd,0.039959043325453726,0.036552157506136024,0.016406853807979484,0.020013389141070634,0.07096337464463001,8000,0.05698288828039023,student_t_residual_sd
2014,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1259.19,633.52,360.99,0.0,6.59,26.95,1533.37,383.6,1354.91,701.16,414.82,181.59,0.39,1157.0,0.0,2327.56,0.3631201382886777,203.9000000000001,174.26999999999998,154.74,0.0,2.98,-122.12999999999991,1320.83,1427.1,-0.08557914652091649,383.6,-42.62,455.1100000000001,-0.02986476070352463,0.2687968607665896,0.318905472636816,0.01888445098451405,632.39,0.4431294233060052,True,6,347,2014.0,2015-04-24,2015-06-30,2015-02-04,399.175673327541,True,True,0.279711073735226,347,0.048563050862805816,0.044491492356386726,0.01967728834094411,0.02539551912264827,0.08586297564152486,8000,student_t_residual_sd,0.03643157693017282,0.03358353322795098,0.014600374130261775,0.019102856982385945,0.06413913404004458,8000,0.048563050862805816,student_t_residual_sd
2015,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1570.08,939.53,458.06,0.0,10.25,39.85,1823.35,632.39,1735.29,706.93,514.26,255.02,0.46,1327.28,0.0,8428.64,0.579124223976855,310.8899999999999,306.01,97.07,0.0,3.66,-88.53000000000011,1533.37,1678.36,-0.05274792058914662,632.39,383.6,380.3799999999999,0.2285564479611049,0.3767904382849925,0.22663790843442402,0.023743416191996953,453.52,0.2702161633976024,True,6,347,2015.0,2016-06-03,2016-06-30,2016-02-04,353.752341618113,True,True,0.21077262423920556,347,0.06295773125918447,0.05773949769285273,0.025650328995952897,0.03203047205632275,0.11101516562448711,8000,student_t_residual_sd,0.04183511934976545,0.03874396892075854,0.01639595865859223,0.021538624564095266,0.07360619086067252,8000,0.06295773125918447,student_t_residual_sd
2016,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1451.54,197.81,956.61,10.18,38.3,56.97,2612.86,453.52,2277.41,892.62,711.9200000000001,342.12,2.01,1338.66,0.0,9099.89,0.7567119358164133,-118.53999999999996,-741.72,498.55,10.18,28.049999999999997,162.86000000000007,1823.35,2218.105,0.07342303452722033,453.52,632.39,542.1199999999999,0.2851037259282135,0.2044628184869517,0.2444068247445454,0.0256840861906898,952.62,0.4294747092675955,True,6,347,2016.0,2017-04-21,2017-06-30,2017-02-10,678.171229453576,True,True,0.3057435195599739,347,0.06584094007525122,0.06047476192118913,0.029466907789153757,0.030987775615314104,0.11777026800379048,8000,student_t_residual_sd,0.03768882845785969,0.03513496668848201,0.015215494661287915,0.018260143287409544,0.06613794294756502,8000,0.06584094007525122,student_t_residual_sd
2017,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,2053.32,813.19,1076.81,12.65,48.94,69.57,3246.47,952.62,2905.09,1243.46,812.62,336.98,9.13,1781.34,-0.03,8328.28,0.6606710791496146,601.7800000000002,615.3800000000001,120.19999999999993,2.4700000000000006,10.64,-120.68999999999984,2612.86,2929.665,-0.041195836384023375,952.62,453.52,627.6800000000003,0.15480268221793275,0.32516345725535173,0.21424975210476294,0.02374674237498144,657.75,0.22451372426540236,True,6,347,2017.0,2018-06-13,2018-06-30,2018-02-07,824.869399256333,True,True,0.2815575839750733,347,0.03638201743817184,0.03182670958088414,0.021321007862697645,0.012247123637791844,0.07446891918506747,8000,student_t_residual_sd,0.02018351867120615,0.01801147742648581,0.011320278518150166,0.0067773254141399245,0.0408808616531205,8000,0.03638201743817184,student_t_residual_sd
2018,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,2543.89,808.57,1522.09,1.21,69.13,103.43,4097.94,657.75,3540.4,1576.13,1053.61,445.89,10.79,2318.71,2.82,11284.78,0.5796866721515551,490.5699999999997,-4.6200000000000045,445.28,-11.440000000000001,20.189999999999998,58.65999999999974,3246.47,3672.205,0.01597405373610671,657.75,952.62,635.31,0.2594136220608599,0.1791158173359058,0.1730050473761677,0.028165638900878358,507.17,0.1381104813048291,True,6,347,2018.0,2019-06-16,2019-06-30,2019-02-07,879.005903747826,True,True,0.2393673293696365,347,0.04794814759809273,0.042906265335541614,0.023510111511170682,0.0213130604576278,0.09160008276523328,8000,student_t_residual_sd,0.02496753176066647,0.022750210736388814,0.01136805721394491,0.011372715353126317,0.04595954985168565,8000,0.04794814759809273,student_t_residual_sd
2019,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,2662.02,614.17,1208.65,61.89,67.51,419.14,4500.78,507.17,4008.02,1775.55,1244.2,520.2,10.24,2786.73,5.63,16994.53,0.5365461473448982,118.13000000000011,-194.4000000000001,-313.4399999999998,60.68,-1.6199999999999903,685.03,4097.94,4299.36,0.15933301700718247,507.17,657.75,467.6199999999999,0.1529878865691638,0.11796406907074543,0.10876502549216625,0.0974889285847196,1152.44,0.26804919802017046,True,6,347,2019.0,2020-06-25,2020-06-30,2020-02-06,975.131157203131,True,True,0.22680844525769675,347,0.07429907643589244,0.0651292940241884,0.05619448272518264,0.029887969622674856,0.14215713885964584,8000,student_t_residual_sd,0.037978338493581135,0.03437486605447615,0.017932075821630374,0.015775375695444096,0.07227727480914566,8000,0.07429907643589244,student_t_residual_sd
2020,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,3584.74,1360.59,1497.38,82.49,14.62,485.55,5554.1,1152.44,3973.16,1844.31,1212.8200000000002,526.07,14.33,3512.69,14.62,25090.8,0.4047758773683061,922.7199999999998,746.42,288.73,20.599999999999994,-52.89000000000001,-144.72000000000014,4500.78,5027.4400000000005,-0.028786022309565132,1152.44,507.17,-34.86000000000013,0.10088036853746638,0.22922998583772256,-0.006933946501599248,0.09657996912941774,1000.2,0.19894817242970578,True,6,347,2020.0,2021-06-24,2021-06-30,2021-02-10,980.784357618716,True,True,0.19508623824823684,347,0.06307352441247308,0.05418011229734625,0.03782845158503035,0.023788776938525834,0.13158195917647966,8000,student_t_residual_sd,0.031541332121940484,0.027318224667134756,0.01748916352605742,0.011941522263152819,0.06495156567965069,8000,0.06307352441247308,student_t_residual_sd
2021,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,2946.22,665.43,1504.29,60.41,23.38,200.7,5978.17,1000.2,4645.23,2356.19,1319.91,549.21,14.03,3853.27,40.92,20128.97,0.3862959948025134,-638.52,-695.16,6.9099999999998545,-22.08,8.76,36.41000000000013,5554.1,5766.135,0.006314455003221418,1000.2,1152.44,672.0699999999997,0.19986351342797212,0.17346107921510684,0.11655467657278223,0.03480667726301933,810.47,0.14055688949356893,True,6,347,2021.0,2022-06-28,2022-06-30,2022-02-09,860.409437335619,True,True,0.14921770602589413,347,0.07129547231432609,0.062004495867198,0.03876142213300234,0.029177006020070024,0.14433248856787018,8000,student_t_residual_sd,0.03312881339668659,0.029433005088608348,0.016364036760213693,0.013974734960524302,0.06498499069580112,8000,0.07129547231432609,student_t_residual_sd
2022,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,3948.61,1199.17,1940.89,72.48,47.06,249.44,6908.89,810.47,4863.79,2689.86,1450.87,606.19,12.35,4389.12,37.65,18045.99,0.2974855255637858,1002.3900000000003,533.7400000000001,436.60000000000014,12.070000000000007,23.680000000000003,67.80000000000007,5978.17,6443.530000000001,0.010522182716616523,810.47,1000.2,218.5600000000004,0.15522547423539582,0.1257804340167579,0.03391929578973022,0.03871169995328647,1600.4,0.24837317433146117,True,6,347,2022.0,2023-06-28,2023-06-30,2023-02-10,1102.94406150878,True,True,0.17117078084664458,347,0.07062645815045823,0.06248328904353291,0.035431502884098395,0.029547317847772474,0.13909309137879367,8000,student_t_residual_sd,0.03658286225068172,0.03273450569714392,0.01757150961400478,0.015823714518678818,0.07081514649356437,8000,0.07062645815045823,student_t_residual_sd
2023,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,5354.98,2154.48,2523.96,78.53,88.6,289.95,8396.42,1600.4,5679.05,2836.54,1641.21,649.92,12.94,5282.49,36.24,28331.57,0.3456238613353188,1406.3699999999994,955.31,583.0699999999999,6.049999999999997,41.53999999999999,-84.42000000000053,6908.89,7652.655000000001,-0.011031465550191473,1600.4,810.47,815.2600000000002,0.10590703487874469,0.2091300339555357,0.10653296143625972,0.0378888111380952,1905.85,0.2490442859373642,True,6,347,2023.0,2024-06-17,2024-06-30,2024-02-08,1754.77459974987,True,True,0.22930271908897892,347,0.06134424534481454,0.05464492757276325,0.02959511282622775,0.02641295720612514,0.11763252445733557,8000,student_t_residual_sd,0.035282057535099186,0.031588361641713344,0.016809782802492478,0.015376221683060146,0.0678736474760064,8000,0.06134424534481454,student_t_residual_sd
2024,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,7072.27,3098.68,3295.05,89.44,271.42,383.48,10704.53,1905.85,7176.95,3394.74,1765.51,759.7,15.25,6715.52,44.21,40206.61,0.4084704566602512,1717.2900000000009,944.1999999999998,771.0900000000001,10.909999999999997,182.82000000000002,195.73000000000093,8396.42,9550.475,0.02049426860967658,1905.85,1600.4,1497.8999999999996,0.1675728170588374,0.1995555194898683,0.15684036657862563,0.04015297668440575,,,True,6,347,2024.0,2025-06-30,2025-06-30,2025-02-06,1928.88269730095,True,True,0.20196720030165513,347,0.054022997960991914,0.04787482613056881,0.02622206378674585,0.023241716491729226,0.10464532413581451,8000,student_t_residual_sd,0.034701495329253935,0.030877677317287036,0.016834718362181977,0.01489457531182628,0.06700949891717224,8000,0.054022997960991914,student_t_residual_sd
2019,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,140.34,84.73,86.18,43.32,0.0,0.85,214.37,34.88,225.0,57.26,199.27,0.0,6.700000000000001,103.37,0.0,387.93,-0.3698365096256167,35.19,61.96000000000001,-18.669999999999987,-15.990000000000002,0.0,-24.090000000000025,168.69,191.53,-0.125776640735133,34.88,-61.72,88.22999999999999,-0.3222471675455542,0.18211246279956145,0.4606589046102438,0.004437947057902156,68.55,0.3579073774343445,True,0,348,2019.0,2020-04-29,2020-06-30,2020-02-27,34.70329,True,True,0.1811898397117945,348,0.13957621724042693,0.1277882497302315,0.07294109655090053,0.06866969760630807,0.2450103664290397,8000,student_t_residual_sd,0.07167419340833127,0.06727552682882257,0.02660050101797362,0.03685204735500148,0.12210979515976508,8000,0.13957621724042693,student_t_residual_sd
2020,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,141.91,88.28,70.51,17.6,0.0,1.73,215.21,68.55,279.48,79.52,204.85,0.0,9.84,126.39,0.0,996.82,-0.1165440303821503,1.5699999999999932,3.549999999999997,-15.670000000000002,-25.72,0.0,-12.030000000000001,214.37,214.79000000000002,-0.056008194050002326,68.55,34.88,54.48000000000002,0.1623911727734066,0.3191489361702127,0.25364309325387596,0.008054378695469993,20.43,0.09511615997020345,True,0,348,2020.0,2021-05-05,2021-06-30,2021-02-25,63.28965,True,True,0.2946582708692211,348,0.15244411557139687,0.14046313068859848,0.07512652549963296,0.07630751160912755,0.2636439063907926,8000,student_t_residual_sd,0.07557463905203671,0.07144156880686724,0.026949982113298215,0.039874602061811135,0.12618373914551145,8000,0.15244411557139687,student_t_residual_sd
