Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.04170702878307127,0.18261254700093357,0.2283908168854249,-0.34223235511809286
Method1_Raw,Q2,0.03407379106575103,0.16672504298835694,0.20437116377370215,-0.422346103688706
Method1_Raw,Q3,0.07493817064485604,0.13969943022181036,0.5364243112936937,-0.2928738832683034
Method1_Raw,Q4,0.07893355336553659,0.1443736101594948,0.5467311739197753,-0.290700861221453
Method1_Raw,Q5,0.07240244740891387,0.12772100976216366,0.5668796977391461,-0.2325769750176624
Method2_PostMean,Q1,0.050452549711381744,0.1798577469640787,0.2805136312613666,-0.3423786321043846
Method2_PostMean,Q2,0.02275891180345052,0.16623124256027888,0.1369111573307146,-0.4110258542352525
Method2_PostMean,Q3,0.0798507900170184,0.14025323196622475,0.5693329764853317,-0.2618086281358583
Method2_PostMean,Q4,0.08351859649952023,0.1458971056917026,0.5724486178362211,-0.28706696903211604
Method2_PostMean,Q5,0.07143323085525824,0.12914325991666842,0.5531316996438806,-0.22994150711313507
Method3_ProbQ5,Q1,0.07126305176961542,0.14173516961699387,0.5027901822969355,-0.25644859504807854
Method3_ProbQ5,Q2,0.039318060257374964,0.16579673098245382,0.23714617305413563,-0.30102044946744205
Method3_ProbQ5,Q3,0.05194092915370125,0.1590306052219867,0.3266096427237905,-0.3541781836356641
Method3_ProbQ5,Q4,0.0857178800859242,0.1524887386025685,0.5621259699008381,-0.30244543416891945
Method3_ProbQ5,Q5,0.07204211600823217,0.12790905165524916,0.5632292247964273,-0.23752077167114613
